user_id,user_link,user_name,user_nationality,level_tag,user_level,badge_tag,user_badge,game_tag,user_games,Cluster
76561198056263268,https://steamcommunity.com/profiles/76561198056263268/,Uncle Ruckus,,50-100,50,20-50,30,100-500,244,0
76561198034538010,https://steamcommunity.com/profiles/76561198034538010/,xeightoh3xx,United States,20-50,34,0-20,18,100-500,443,2
shayanops,https://steamcommunity.com/id/shayanops/,Shayanops,,300-400,315,500-1000,656,500-1000,925,1
76561198444820798,https://steamcommunity.com/profiles/76561198444820798/,Code:DZ,China,0-20,13,None,-1,None,-1,2
Dashi_,https://steamcommunity.com/id/Dashi_/,Dashi~,"Quebec, Canada",100-200,166,20-50,24,500-1000,629,1
76561198299691062,https://steamcommunity.com/profiles/76561198299691062/,Air Fryer Owner,,0-20,15,0-20,15,100-500,184,0
remisawaifuforlaifu,https://steamcommunity.com/id/remisawaifuforlaifu/,Pugchamp,Portugal,50-100,60,20-50,33,100-500,231,2
76561198246586850,https://steamcommunity.com/profiles/76561198246586850/,christianmabe,United States,0-20,12,None,-1,None,-1,0
76561198214865167,https://steamcommunity.com/profiles/76561198214865167/,Sherman King,United Kingdom (Great Britain),20-50,26,None,-1,None,-1,0
bototo34,https://steamcommunity.com/id/bototo34/,Bò,"California, United States",100-200,112,100-500,101,500-1000,991,1
76561198066330733,https://steamcommunity.com/profiles/76561198066330733/,Jake,,0-20,17,None,-1,None,-1,0
76561198169483409,https://steamcommunity.com/profiles/76561198169483409/,BabylonsCreeks,,,-1,None,-1,None,-1,0
76561198150143758,https://steamcommunity.com/profiles/76561198150143758/,夏姬霸丸,,,-1,None,-1,None,-1,0
76561198390556691,https://steamcommunity.com/profiles/76561198390556691/,BrownDonut,,0-20,7,0-20,5,0-20,15,0
76561198313525468,https://steamcommunity.com/profiles/76561198313525468/,MrAllGums,,0-20,7,None,-1,None,-1,0
sakatagintokibe,https://steamcommunity.com/id/sakatagintokibe/,MadScientistSid,Belgium,50-100,52,50-100,80,100-500,277,0
shuko44,https://steamcommunity.com/id/shuko44/,Soul Shinobi,,,-1,None,-1,None,-1,0
76561197962332131,https://steamcommunity.com/profiles/76561197962332131/,theunraveler,,0-20,11,None,-1,None,-1,0
76561198085954804,https://steamcommunity.com/profiles/76561198085954804/,Shpoon,,20-50,25,20-50,28,100-500,164,0
76561199273431729,https://steamcommunity.com/profiles/76561199273431729/,biglig,,0-20,3,None,-1,None,-1,0
tomzilla,https://steamcommunity.com/id/tomzilla/,TomZilla,United States,0-20,14,0-20,7,100-500,185,0
76561198376212204,https://steamcommunity.com/profiles/76561198376212204/,debesciak,,0-20,8,None,-1,None,-1,2
MangoMeow666,https://steamcommunity.com/id/MangoMeow666/,mango,,,-1,None,-1,None,-1,2
76561198078920063,https://steamcommunity.com/profiles/76561198078920063/,AHHHHHHH,,,-1,None,-1,None,-1,0
76561199573764304,https://steamcommunity.com/profiles/76561199573764304/,Bro_G,"Illinois, United States",0-20,3,None,-1,None,-1,0
76561198134379277,https://steamcommunity.com/profiles/76561198134379277/,Poopybutthole,,,-1,None,-1,None,-1,0
YaleIsaiah,https://steamcommunity.com/id/YaleIsaiah/,WhaleTheThug,,,-1,None,-1,None,-1,0
olvlvl,https://steamcommunity.com/id/olvlvl/,olvlvl,,,-1,None,-1,None,-1,2
76561199037106972,https://steamcommunity.com/profiles/76561199037106972/,Badinfluence916,,0-20,6,None,-1,None,-1,0
76561199193130010,https://steamcommunity.com/profiles/76561199193130010/,whf,"Dolores, Buenos Aires, Argentina",20-50,45,20-50,27,500-1000,564,0
76561199415866201,https://steamcommunity.com/profiles/76561199415866201/,Miku,,0-20,3,0-20,4,20-50,30,2
ohyange,https://steamcommunity.com/id/ohyange/,Luuuuudwig,,50-100,52,20-50,41,100-500,412,0
76561198811987089,https://steamcommunity.com/profiles/76561198811987089/,boladodo,"Vancouver, British Columbia, Canada",0-20,7,None,-1,None,-1,0
76561198006618897,https://steamcommunity.com/profiles/76561198006618897/,WILD COLONIAL,,,-1,None,-1,None,-1,0
76561198189309763,https://steamcommunity.com/profiles/76561198189309763/,SneakyDwarfB,"Boston, Massachusetts, United States",50-100,50,20-50,41,100-500,153,0
leocc,https://steamcommunity.com/id/leocc/,leoc,,50-100,82,None,-1,None,-1,0
Mvmee,https://steamcommunity.com/id/Mvmee/,TTV/MVMeee,United States,20-50,24,None,-1,None,-1,0
76561198124392273,https://steamcommunity.com/profiles/76561198124392273/,Swagrid,,0-20,11,None,-1,None,-1,0
76561198152250821,https://steamcommunity.com/profiles/76561198152250821/,Guinchi,,50-100,64,20-50,34,1000-2000,1153,1
76561198227051592,https://steamcommunity.com/profiles/76561198227051592/,lsanmartinl,,0-20,9,None,-1,None,-1,0
ZekIsDone,https://steamcommunity.com/id/ZekIsDone/,Zek,Australia,50-100,58,None,-1,None,-1,0
tuskone,https://steamcommunity.com/id/tuskone/,Tusk,,50-100,50,50-100,97,2000-30000,2265,1
76561198447133430,https://steamcommunity.com/profiles/76561198447133430/,miketheknight18,United States,0-20,14,0-20,10,500-1000,535,0
ItsNonZero,https://steamcommunity.com/id/ItsNonZero/,Dan.,United States,0-20,8,0-20,6,0-20,18,0
b9b9,https://steamcommunity.com/id/b9b9/,B9,,,-1,None,-1,None,-1,0
76561198007962712,https://steamcommunity.com/profiles/76561198007962712/,Konfl1kt,"Campbell, California, United States",50-100,51,None,-1,None,-1,0
Greatdeaddanny12,https://steamcommunity.com/id/Greatdeaddanny12/,Greatdeaddanny,United States,0-20,11,0-20,8,100-500,162,2
76561198081949293,https://steamcommunity.com/profiles/76561198081949293/,floppydk,,,-1,None,-1,None,-1,0
76561198018946521,https://steamcommunity.com/profiles/76561198018946521/,Captain Catnip,,,-1,None,-1,None,-1,0
zjh337845818,https://steamcommunity.com/id/zjh337845818/,TAKE NO PRISONERS,"Kahta, Adiyaman, Turkey",20-50,43,20-50,36,100-500,145,0
76561198117319863,https://steamcommunity.com/profiles/76561198117319863/,Dr Durpus,,0-20,12,None,-1,None,-1,2
INFXMOUSPRODIGY,https://steamcommunity.com/id/INFXMOUSPRODIGY/,INFXMOUS.PRODIGY,United Kingdom (Great Britain),50-100,57,None,-1,None,-1,0
76561198401662875,https://steamcommunity.com/profiles/76561198401662875/,Urek Mazino,,0-20,7,0-20,4,20-50,30,0
shenyanya,https://steamcommunity.com/id/shenyanya/,Kurisutina,China,20-50,28,20-50,27,100-500,109,0
arphaxad,https://steamcommunity.com/id/arphaxad/,Arphaxad,,0-20,18,None,-1,None,-1,0
76561198344972018,https://steamcommunity.com/profiles/76561198344972018/,diaz,,50-100,56,50-100,63,100-500,132,0
76561198835906656,https://steamcommunity.com/profiles/76561198835906656/,Shin,,,-1,None,-1,None,-1,0
76561198196224128,https://steamcommunity.com/profiles/76561198196224128/,Glup,,,-1,None,-1,None,-1,0
Storm_blessed,https://steamcommunity.com/id/Storm_blessed/,Stormblessed,,,-1,None,-1,None,-1,0
76561198145165669,https://steamcommunity.com/profiles/76561198145165669/,J,,20-50,42,None,-1,None,-1,0
76561198869940808,https://steamcommunity.com/profiles/76561198869940808/,Magdiel,,,-1,None,-1,None,-1,0
76561198006343741,https://steamcommunity.com/profiles/76561198006343741/,spartan1167,"West Hollywood, California, United States",0-20,15,0-20,10,100-500,495,2
76561198264733998,https://steamcommunity.com/profiles/76561198264733998/,Mr. Foreskin,Canada,50-100,62,20-50,27,100-500,226,0
bekptee,https://steamcommunity.com/id/bekptee/,BenZ,Mexico,20-50,37,20-50,24,100-500,283,2
76561198121777773,https://steamcommunity.com/profiles/76561198121777773/,Raven,United States,20-50,22,None,-1,None,-1,0
76561198053366610,https://steamcommunity.com/profiles/76561198053366610/,NobAtrivan,,,-1,None,-1,None,-1,2
76561198986140639,https://steamcommunity.com/profiles/76561198986140639/,Endseekers,,,-1,None,-1,None,-1,2
76561199512835344,https://steamcommunity.com/profiles/76561199512835344/,纸鸢柒,,0-20,2,0-20,4,0-20,6,0
76561199471676876,https://steamcommunity.com/profiles/76561199471676876/,geman guy,"Abensberg, Bayern, Germany",0-20,4,0-20,4,50-100,67,0
76561198126264371,https://steamcommunity.com/profiles/76561198126264371/,Edd1iee,Vatican City State (Holy See),20-50,34,20-50,21,100-500,107,0
76561198437099797,https://steamcommunity.com/profiles/76561198437099797/,nhokangle117,,0-20,9,None,-1,None,-1,0
Opium678,https://steamcommunity.com/id/Opium678/,Cuhlrz,"Gainesville, Georgia, United States",0-20,16,None,-1,None,-1,0
76561198074785630,https://steamcommunity.com/profiles/76561198074785630/,BADLEV,,0-20,12,None,-1,None,-1,0
76561198044185831,https://steamcommunity.com/profiles/76561198044185831/,Koopa De Spa,,50-100,52,100-500,111,500-1000,766,1
76561199141740272,https://steamcommunity.com/profiles/76561199141740272/,Abella Danger,,,-1,None,-1,None,-1,0
qcwhiteboy,https://steamcommunity.com/id/qcwhiteboy/,QCWB,Canada,100-200,100,100-500,125,1000-2000,1068,1
76561198381222460,https://steamcommunity.com/profiles/76561198381222460/,Ssushi2,Chile,0-20,17,0-20,16,20-50,25,0
ashyoff,https://steamcommunity.com/id/ashyoff/,Windir | 1184,United States,0-20,11,0-20,6,100-500,113,0
brutalness,https://steamcommunity.com/id/brutalness/,Brutalness,,,-1,None,-1,None,-1,0
ablackflower,https://steamcommunity.com/id/ablackflower/,SOYEON,"Korea, Democratic People's Republic of",50-100,69,20-50,45,100-500,279,0
76561198030957753,https://steamcommunity.com/profiles/76561198030957753/,B0ss!,Greece,100-200,145,100-500,107,2000-30000,2195,1
angrabiru,https://steamcommunity.com/id/angrabiru/,Angra Biru,"Malang, Jawa Timur, Indonesia",20-50,37,0-20,13,20-50,36,0
76561198005822509,https://steamcommunity.com/profiles/76561198005822509/,兄Dei亚鸽,,20-50,20,0-20,11,500-1000,630,0
76561198077559872,https://steamcommunity.com/profiles/76561198077559872/,Geronimo,,,-1,None,-1,None,-1,0
Matherios,https://steamcommunity.com/id/Matherios/,Matherios,,,-1,None,-1,None,-1,0
76561199116585257,https://steamcommunity.com/profiles/76561199116585257/,GrimyWaifu_,"Arizona, United States",20-50,36,0-20,8,50-100,86,0
superck3,https://steamcommunity.com/id/superck3/,Kazx,Canada,0-20,12,0-20,12,50-100,97,0
76561199246141722,https://steamcommunity.com/profiles/76561199246141722/,NBForNUN,,0-20,3,0-20,3,20-50,20,2
heavenc,https://steamcommunity.com/id/heavenc/,Teeeey,United States,20-50,31,20-50,32,100-500,114,0
76561199683181022,https://steamcommunity.com/profiles/76561199683181022/,Lukiskz,,0-20,1,None,-1,None,-1,0
76561198063957718,https://steamcommunity.com/profiles/76561198063957718/,WLanterna,,,-1,None,-1,None,-1,0
4654665421237,https://steamcommunity.com/id/4654665421237/,Ivinok,"Wisconsin, United States",20-50,31,20-50,43,100-500,492,0
d0vRhk11nKizari,https://steamcommunity.com/id/d0vRhk11nKizari/,Kizarii,China,50-100,52,None,-1,None,-1,0
shuuzush,https://steamcommunity.com/id/shuuzush/,Sicarius 黄帝,,20-50,36,20-50,26,50-100,63,0
76561199518661242,https://steamcommunity.com/profiles/76561199518661242/,落叶满长安,,,-1,None,-1,None,-1,0
76561198145815860,https://steamcommunity.com/profiles/76561198145815860/,nawarz,United States,0-20,10,None,-1,None,-1,0
derclin,https://steamcommunity.com/id/derclin/,derclin,,,-1,None,-1,None,-1,0
76561198290294768,https://steamcommunity.com/profiles/76561198290294768/,selphie1010,,,-1,None,-1,None,-1,0
18108138992,https://steamcommunity.com/id/18108138992/,沛,,0-20,6,0-20,7,50-100,51,0
76561198823975137,https://steamcommunity.com/profiles/76561198823975137/,AnakinBtch,,0-20,12,None,-1,None,-1,0
76561198864182308,https://steamcommunity.com/profiles/76561198864182308/,MrWick,United Kingdom (Great Britain),20-50,33,20-50,26,50-100,99,0
76561198047089031,https://steamcommunity.com/profiles/76561198047089031/,X<--Mr.Pudge------>X,,0-20,10,None,-1,None,-1,0
76561199265993672,https://steamcommunity.com/profiles/76561199265993672/,shey,,0-20,4,None,-1,None,-1,0
gagehembach,https://steamcommunity.com/id/gagehembach/,Karpii,"Florida, United States",50-100,64,50-100,56,100-500,355,0
76561199013554914,https://steamcommunity.com/profiles/76561199013554914/,Shadow,India,0-20,7,0-20,7,50-100,58,0
reseespuffs,https://steamcommunity.com/id/reseespuffs/,Fecal Urgency,"Taga Dzong, Daga, Bhutan",0-20,12,0-20,7,100-500,204,0
76561198445590891,https://steamcommunity.com/profiles/76561198445590891/,EdiblePlastic,"Kanata, Ontario, Canada",20-50,27,0-20,8,50-100,83,0
76561198981769968,https://steamcommunity.com/profiles/76561198981769968/,boohoogamer,"Caerphilly, United Kingdom (Great Britain)",0-20,8,None,-1,None,-1,2
76561199108106308,https://steamcommunity.com/profiles/76561199108106308/,om9763,,0-20,3,None,-1,None,-1,0
76561198128396569,https://steamcommunity.com/profiles/76561198128396569/,blank,"District Of Columbia, United States",0-20,18,0-20,13,50-100,91,0
76561198298784553,https://steamcommunity.com/profiles/76561198298784553/,I am the Master,,0-20,9,0-20,6,100-500,117,0
VerletzterSeele,https://steamcommunity.com/id/VerletzterSeele/,Verletzter Seele,United States,0-20,13,0-20,15,50-100,67,2
76561198983612104,https://steamcommunity.com/profiles/76561198983612104/,MVX,"San Diego, California, United States",0-20,16,0-20,9,50-100,65,0
76561198150801191,https://steamcommunity.com/profiles/76561198150801191/,HeldforRansom,Canada,50-100,55,None,-1,None,-1,0
76561197987371028,https://steamcommunity.com/profiles/76561197987371028/,k4Qu,China,20-50,24,0-20,17,100-500,112,0
76561198354562350,https://steamcommunity.com/profiles/76561198354562350/,NebulaKnight,"California, United States",0-20,9,None,-1,None,-1,0
m6ceb,https://steamcommunity.com/id/m6ceb/,m6ceb,"Preston, Lancashire, United Kingdom (Great Britain)",0-20,14,0-20,12,100-500,131,0
76561199392689262,https://steamcommunity.com/profiles/76561199392689262/,Vince,,0-20,4,0-20,4,0-20,13,2
76561198411290067,https://steamcommunity.com/profiles/76561198411290067/,Glaçon,,,-1,None,-1,None,-1,0
IsaacA1,https://steamcommunity.com/id/IsaacA1/,Isaac,,20-50,30,20-50,22,50-100,60,0
76561198868082692,https://steamcommunity.com/profiles/76561198868082692/,Kaptane,,50-100,51,20-50,26,50-100,57,0
76561197979997484,https://steamcommunity.com/profiles/76561197979997484/,MoshPunk,United States,20-50,27,0-20,18,500-1000,671,0
76561199022747095,https://steamcommunity.com/profiles/76561199022747095/,西部神枪手,,0-20,4,0-20,3,0-20,5,0
76561199065816379,https://steamcommunity.com/profiles/76561199065816379/,NackZ,,0-20,5,0-20,5,0-20,15,0
LJtheSirius,https://steamcommunity.com/id/LJtheSirius/,LJtheSirius,,0-20,11,None,-1,None,-1,2
76561199070249397,https://steamcommunity.com/profiles/76561199070249397/,Trappist-1e,Italy,0-20,6,None,-1,None,-1,0
76561199570123814,https://steamcommunity.com/profiles/76561199570123814/,AEtherExp,,0-20,1,None,-1,None,-1,0
76561198080437631,https://steamcommunity.com/profiles/76561198080437631/,SexyPajamas,,0-20,8,None,-1,None,-1,0
76561198023892110,https://steamcommunity.com/profiles/76561198023892110/,Drako,,20-50,20,None,-1,None,-1,0
76561198030191116,https://steamcommunity.com/profiles/76561198030191116/,j_carlo83,,,-1,None,-1,None,-1,0
76561198798802553,https://steamcommunity.com/profiles/76561198798802553/,kenbertchu,Taiwan,20-50,28,20-50,24,50-100,51,0
76561198273774649,https://steamcommunity.com/profiles/76561198273774649/,xiao_cat_,,0-20,7,0-20,3,20-50,31,2
76561199487156972,https://steamcommunity.com/profiles/76561199487156972/,Yudie,"Washington, United States",0-20,4,0-20,4,20-50,43,0
jarikdem_bot,https://steamcommunity.com/id/jarikdem_bot/,JarikDem_Bot,,20-50,35,20-50,48,100-500,189,0
ziace,https://steamcommunity.com/id/ziace/,Plant?,Australia,20-50,22,None,-1,None,-1,0
zerojozhan,https://steamcommunity.com/id/zerojozhan/,ZeroJOZHAN,,,-1,None,-1,None,-1,0
KiwiDoes,https://steamcommunity.com/id/KiwiDoes/,schplinky,,50-100,72,20-50,43,100-500,228,0
76561199442689884,https://steamcommunity.com/profiles/76561199442689884/,V,"Nanjing, Jiangsu, China",0-20,4,0-20,5,20-50,34,0
76561198041750267,https://steamcommunity.com/profiles/76561198041750267/,dv8,,,-1,None,-1,None,-1,0
ThexLi_rlx,https://steamcommunity.com/id/ThexLi_rlx/,JOURN3YMAN,,50-100,58,None,-1,None,-1,0
76561199586432263,https://steamcommunity.com/profiles/76561199586432263/,TrashPanda,,0-20,1,None,-1,None,-1,0
76561198380239898,https://steamcommunity.com/profiles/76561198380239898/,C03,United States,50-100,84,20-50,44,100-500,171,1
iiTzCoyo97,https://steamcommunity.com/id/iiTzCoyo97/,iiTzCoyo97,"Johor Bahru, Johor, Malaysia",0-20,12,0-20,12,50-100,70,0
saggas23,https://steamcommunity.com/id/saggas23/,geo23,,0-20,8,0-20,6,50-100,58,0
76561198102302991,https://steamcommunity.com/profiles/76561198102302991/,宇智波·鼬,,,-1,None,-1,None,-1,0
76561198328546698,https://steamcommunity.com/profiles/76561198328546698/,Idealdojang,United States,20-50,31,0-20,14,100-500,237,2
76561199530214416,https://steamcommunity.com/profiles/76561199530214416/,Summer,,0-20,2,None,-1,None,-1,0
76561198303081042,https://steamcommunity.com/profiles/76561198303081042/,Nemui Gotsu,"Nagoya, Aichi, Japan",0-20,11,None,-1,None,-1,2
76561198154870361,https://steamcommunity.com/profiles/76561198154870361/,Puxel,United States,50-100,81,None,-1,None,-1,2
76561198030377743,https://steamcommunity.com/profiles/76561198030377743/,Tribrid ツ,United States,50-100,70,50-100,51,100-500,374,0
76561198229196652,https://steamcommunity.com/profiles/76561198229196652/,Vaporeon,,,-1,None,-1,None,-1,0
76561198293093658,https://steamcommunity.com/profiles/76561198293093658/,Butter Passer,China,0-20,5,None,-1,None,-1,0
76561198442521800,https://steamcommunity.com/profiles/76561198442521800/,wesinquire,,,-1,None,-1,None,-1,0
76561199099890864,https://steamcommunity.com/profiles/76561199099890864/,julian1234,,0-20,9,0-20,8,100-500,225,0
76561198133861750,https://steamcommunity.com/profiles/76561198133861750/,Deri,,0-20,9,None,-1,None,-1,0
76561199207322205,https://steamcommunity.com/profiles/76561199207322205/,真心喂你,,0-20,3,None,-1,None,-1,0
76561198986221230,https://steamcommunity.com/profiles/76561198986221230/,EL Farming Gato,,0-20,14,None,-1,None,-1,0
76561198250345550,https://steamcommunity.com/profiles/76561198250345550/,Nero,United States,0-20,7,None,-1,None,-1,0
76561198016507653,https://steamcommunity.com/profiles/76561198016507653/,Martinez,"Washington, United States",20-50,28,None,-1,None,-1,0
76561198070903580,https://steamcommunity.com/profiles/76561198070903580/,漆ノ型 火雷神,,0-20,13,None,-1,None,-1,0
76561198323263579,https://steamcommunity.com/profiles/76561198323263579/,TheJoker,Indonesia,0-20,6,None,-1,None,-1,0
76561198211941167,https://steamcommunity.com/profiles/76561198211941167/,Canif,"British Columbia, Canada",0-20,8,None,-1,None,-1,0
11249,https://steamcommunity.com/id/11249/,X-Flow,,50-100,58,20-50,29,100-500,190,0
76561197970763385,https://steamcommunity.com/profiles/76561197970763385/,DC,,,-1,None,-1,None,-1,0
juniorligkonis,https://steamcommunity.com/id/juniorligkonis/,Ligko,Greece,50-100,58,20-50,33,100-500,209,0
76561199192276958,https://steamcommunity.com/profiles/76561199192276958/,LittleBear,,20-50,40,None,-1,None,-1,0
IDavoxI,https://steamcommunity.com/id/IDavoxI/,IDavoxI,,0-20,10,None,-1,None,-1,0
76561198204513149,https://steamcommunity.com/profiles/76561198204513149/,ĞHØSŤ | ØG,United Kingdom (Great Britain),0-20,11,None,-1,None,-1,2
Antixblade,https://steamcommunity.com/id/Antixblade/,SKY,New Zealand,50-100,60,None,-1,None,-1,0
zombazar,https://steamcommunity.com/id/zombazar/,Zombazar,,20-50,29,0-20,10,100-500,346,0
76561197974844304,https://steamcommunity.com/profiles/76561197974844304/,Idy,"Jakarta Raya, Indonesia",50-100,55,50-100,85,100-500,150,0
76561198383874874,https://steamcommunity.com/profiles/76561198383874874/,Kanye West,,,-1,None,-1,None,-1,0
76561198061324043,https://steamcommunity.com/profiles/76561198061324043/,sjango007,"Kwangju-jikhalsi, Korea, Republic of",0-20,10,None,-1,None,-1,0
76561198847612306,https://steamcommunity.com/profiles/76561198847612306/,chadhenson9,"Collinsville, Illinois, United States",0-20,6,None,-1,None,-1,0
76561198390778142,https://steamcommunity.com/profiles/76561198390778142/,Leviathan,"Winchester, Hampshire, United Kingdom (Great Britain)",20-50,46,20-50,21,50-100,85,0
76561198088643042,https://steamcommunity.com/profiles/76561198088643042/,Seduction,United Kingdom (Great Britain),0-20,12,None,-1,None,-1,0
76561198406455415,https://steamcommunity.com/profiles/76561198406455415/,yomer,,0-20,7,0-20,4,20-50,46,0
Estinto,https://steamcommunity.com/id/Estinto/,Estinto,,20-50,28,0-20,7,50-100,53,0
76561198089957727,https://steamcommunity.com/profiles/76561198089957727/,BloodyKain,,,-1,None,-1,None,-1,0
76561199111434455,https://steamcommunity.com/profiles/76561199111434455/,Zak,,0-20,6,0-20,6,20-50,30,0
76561199022348450,https://steamcommunity.com/profiles/76561199022348450/,clabe,Australia,50-100,57,0-20,15,100-500,147,0
lvmianshuixi,https://steamcommunity.com/id/lvmianshuixi/,Shuixi,,20-50,21,None,-1,None,-1,0
TheAverageTim,https://steamcommunity.com/id/TheAverageTim/,Ratmothy,United States,20-50,45,None,-1,None,-1,0
76561198321906265,https://steamcommunity.com/profiles/76561198321906265/,Draxx98,"Delhi, India",0-20,11,None,-1,None,-1,0
dogkewodfg,https://steamcommunity.com/id/dogkewodfg/,F_502_D,,20-50,36,0-20,17,50-100,62,0
76561198319933034,https://steamcommunity.com/profiles/76561198319933034/,言天晟,,0-20,10,0-20,5,100-500,117,0
senseofdss,https://steamcommunity.com/id/senseofdss/,Dss,Brazil,20-50,30,20-50,27,100-500,222,0
76561199586693440,https://steamcommunity.com/profiles/76561199586693440/,honesfigy,,0-20,3,None,-1,None,-1,0
76561198249470638,https://steamcommunity.com/profiles/76561198249470638/,Black.Myth.Kong,Canada,0-20,11,None,-1,None,-1,0
0869181325,https://steamcommunity.com/id/0869181325/,Rd34g,,0-20,16,0-20,12,20-50,31,0
76561198815436285,https://steamcommunity.com/profiles/76561198815436285/,暴龙战士,,0-20,4,0-20,2,0-20,15,0
Underbalanced,https://steamcommunity.com/id/Underbalanced/,Underbalanced,"Toronto, Ontario, Canada",50-100,63,50-100,69,500-1000,541,1
upside_down,https://steamcommunity.com/id/upside_down/,UpsideDown,United States,100-200,109,20-50,40,500-1000,521,1
3WeeSsQ8,https://steamcommunity.com/id/3WeeSsQ8/,3WeeSsQ8,,,-1,None,-1,None,-1,0
76561197960800439,https://steamcommunity.com/profiles/76561197960800439/,The_Primary_Axiom,"Houston, Texas, United States",0-20,12,0-20,4,50-100,62,0
Agentx6,https://steamcommunity.com/id/Agentx6/,AgentX,United States,20-50,27,20-50,30,100-500,462,2
76561198049321529,https://steamcommunity.com/profiles/76561198049321529/,樱川雪雀,,,-1,None,-1,None,-1,2
76561198005462380,https://steamcommunity.com/profiles/76561198005462380/,Dan,United Kingdom (Great Britain),20-50,41,None,-1,None,-1,2
76561199005543748,https://steamcommunity.com/profiles/76561199005543748/,XylarJC,United States,0-20,5,None,-1,None,-1,2
76561199198455284,https://steamcommunity.com/profiles/76561199198455284/,Aeron,"Jawa Tengah, Indonesia",0-20,13,None,-1,None,-1,0
Oren,https://steamcommunity.com/id/Orenoid/,Orenoid,,,-1,None,-1,None,-1,0
looee,https://steamcommunity.com/id/looee/,Looee,,,-1,None,-1,None,-1,2
EMAX123,https://steamcommunity.com/id/EMAX123/,MALSU,,50-100,51,20-50,35,50-100,63,0
PUTINisstoned,https://steamcommunity.com/id/PUTINisstoned/,PUTINisFaded,"Washington, United States",20-50,37,0-20,8,20-50,42,0
steak5959,https://steamcommunity.com/id/steak5959/,Steak,"Chicago, Illinois, United States",0-20,6,0-20,3,0-20,14,0
76561198135131924,https://steamcommunity.com/profiles/76561198135131924/,Tiny,"Ohio, United States",0-20,7,None,-1,None,-1,0
76561198799781483,https://steamcommunity.com/profiles/76561198799781483/,ahfoong0411,,,-1,None,-1,None,-1,0
damitt81,https://steamcommunity.com/id/damitt81/,Dami,Trinidad & Tobago,0-20,10,0-20,9,20-50,32,0
76561199744094174,https://steamcommunity.com/profiles/76561199744094174/,FoxGodOne,"Virginia, United States",0-20,4,0-20,3,50-100,88,2
ghastlygaunt,https://steamcommunity.com/id/ghastlygaunt/,GhastlyGaunt,,,-1,None,-1,None,-1,0
rnedit,https://steamcommunity.com/id/rnedit/,free per,,,-1,None,-1,None,-1,2
76561198070016959,https://steamcommunity.com/profiles/76561198070016959/,Red Lion Frieza,,,-1,None,-1,None,-1,0
76561197998164249,https://steamcommunity.com/profiles/76561197998164249/,Norsksimo,Norway,0-20,10,0-20,5,0-20,15,0
ninhvuhungkhang,https://steamcommunity.com/id/ninhvuhungkhang/,Legion of Bear,"Ho Chi Minh, Viet Nam",0-20,17,0-20,16,100-500,201,2
76561198122977767,https://steamcommunity.com/profiles/76561198122977767/,Just-Sad,,,-1,None,-1,None,-1,0
njf3063003949,https://steamcommunity.com/id/njf3063003949/,Ninggg,"Los Angeles, California, United States",50-100,50,20-50,27,100-500,146,0
icenotcold,https://steamcommunity.com/id/icenotcold/,读完了依赖，我很快就,Malaysia,100-200,136,20-50,20,100-500,168,1
lekzzcs,https://steamcommunity.com/id/lekzzcs/,GreyTeaWithoutMilk,"Oslo, Norway",50-100,69,None,-1,None,-1,0
76561198310441631,https://steamcommunity.com/profiles/76561198310441631/,DogLover420,,20-50,41,20-50,28,50-100,77,2
76561198856076159,https://steamcommunity.com/profiles/76561198856076159/,KetoPuto,China,0-20,19,None,-1,None,-1,0
CutMeDeepAndHangMeUpsideDown,https://steamcommunity.com/id/CutMeDeepAndHangMeUpsideDown/,SneakingTalquin,,,-1,None,-1,None,-1,0
76561198144061462,https://steamcommunity.com/profiles/76561198144061462/,diandian,,20-50,20,0-20,11,100-500,259,0
76561199053634128,https://steamcommunity.com/profiles/76561199053634128/,Dr.PicklePants,"New York, United States",20-50,21,0-20,17,50-100,89,0
76561199694569085,https://steamcommunity.com/profiles/76561199694569085/,Domi301555,"Truro, Cornwall, United Kingdom (Great Britain)",0-20,3,0-20,3,20-50,20,0
DayrLive,https://steamcommunity.com/id/DayrLive/,Dayr,"South Ayrshire, United Kingdom (Great Britain)",50-100,68,20-50,32,1000-2000,1544,2
jaysonfolkman,https://steamcommunity.com/id/jaysonfolkman/,Jay,"Annapolis, Maryland, United States",0-20,14,None,-1,None,-1,2
kitaeri,https://steamcommunity.com/id/kitaeri/,Surv,Singapore,0-20,16,None,-1,None,-1,2
76561198065773110,https://steamcommunity.com/profiles/76561198065773110/,0 F s,"New Jersey, United States",0-20,13,0-20,15,50-100,77,2
76561199216160237,https://steamcommunity.com/profiles/76561199216160237/,Alby,"Florida, United States",100-200,102,100-500,119,100-500,200,1
76561198209245924,https://steamcommunity.com/profiles/76561198209245924/,OMAR,,,-1,None,-1,None,-1,0
RobertDowneyJr12,https://steamcommunity.com/id/RobertDowneyJr12/,Rick Grimes,United Kingdom (Great Britain),0-20,18,0-20,18,100-500,242,0
76561199090515246,https://steamcommunity.com/profiles/76561199090515246/,dethdud123,,0-20,9,0-20,9,50-100,91,0
arunkumarsekar,https://steamcommunity.com/id/arunkumarsekar/,Arunkumar,"Pondicherry, Pondicherry, India",50-100,58,20-50,27,50-100,89,0
CaptinBeedo,https://steamcommunity.com/id/CaptinBeedo/,Beedo,Antarctica,20-50,45,20-50,38,50-100,65,0
