user_id,user_link,user_name,user_nationality,level_tag,user_level,badge_tag,user_badge,game_tag,user_games,Cluster
76561199352131573,https://steamcommunity.com/profiles/76561199352131573/,Ashley_手柄醬,"Dongguan, Guangdong, China",20-50,41,50-100,53,100-500,212,0
76561198846852522,https://steamcommunity.com/profiles/76561198846852522/,ERII,,0-20,12,0-20,9,100-500,139,2
76561199127387832,https://steamcommunity.com/profiles/76561199127387832/,Running Turtle Car,China,0-20,5,0-20,4,50-100,72,0
838135287,https://steamcommunity.com/id/838135287/,838135287,"Jinzhou, Liaoning, China",0-20,7,None,-1,None,-1,0
76561199505775944,https://steamcommunity.com/profiles/76561199505775944/,等不到的晚风,,0-20,12,0-20,8,0-20,16,0
76561199042335733,https://steamcommunity.com/profiles/76561199042335733/,iaocai,,0-20,6,0-20,5,50-100,67,0
Notre_Echec,https://steamcommunity.com/id/Notre_Echec/,鳥さん,,400-500,425,1000-2000,1123,500-1000,783,3
Artorias2009,https://steamcommunity.com/id/Artorias2009/,蒜香花生,China,50-100,62,None,-1,None,-1,0
76561198216270105,https://steamcommunity.com/profiles/76561198216270105/,Apocalypse9,"Shanghai, Shanghai, China",20-50,20,20-50,21,50-100,84,0
76561199438417763,https://steamcommunity.com/profiles/76561199438417763/,Lethe,"Wuhan, Hubei, China",0-20,11,None,-1,None,-1,0
76561198813893538,https://steamcommunity.com/profiles/76561198813893538/,是真的想C,,0-20,10,0-20,7,50-100,71,0
76561199221861329,https://steamcommunity.com/profiles/76561199221861329/,Along,,0-20,5,0-20,5,50-100,51,0
76561199188562483,https://steamcommunity.com/profiles/76561199188562483/,宝贝果果和宝贝糖糖,,0-20,5,0-20,5,20-50,42,0
76561198263758224,https://steamcommunity.com/profiles/76561198263758224/,Kaze,"Henan, China",20-50,42,20-50,32,500-1000,523,0
76561199501637111,https://steamcommunity.com/profiles/76561199501637111/,cgenyiben,,0-20,2,0-20,2,20-50,30,0
76561198993606782,https://steamcommunity.com/profiles/76561198993606782/,Whalter,,20-50,23,20-50,21,100-500,405,0
76561198878578378,https://steamcommunity.com/profiles/76561198878578378/,餐蛋丁冻柠茶,"Coral Springs, Florida, United States",0-20,8,0-20,6,20-50,49,0
76561198210478240,https://steamcommunity.com/profiles/76561198210478240/,SoulsOfCinder,"Tempe, Arizona, United States",20-50,25,None,-1,None,-1,0
76561198398788237,https://steamcommunity.com/profiles/76561198398788237/,男高,,0-20,9,0-20,6,50-100,52,0
15110266589,https://steamcommunity.com/id/15110266589/,wedomizing,China,0-20,7,0-20,5,20-50,47,2
Gelgoog5418,https://steamcommunity.com/id/Gelgoog5418/,Rbt_Firmino.,China,50-100,50,20-50,30,100-500,205,0
76561198192265171,https://steamcommunity.com/profiles/76561198192265171/,guanssama,,,-1,None,-1,None,-1,0
76561198083054706,https://steamcommunity.com/profiles/76561198083054706/,姜羊宝,"Beijing, China",0-20,11,0-20,6,100-500,288,0
JQSNV,https://steamcommunity.com/id/JQSNV/,鸡翘少女不会受伤,"Chengdu, Sichuan, China",50-100,50,20-50,48,100-500,167,0
76561198841989725,https://steamcommunity.com/profiles/76561198841989725/,WS陆尧,"Haikou, Hainan, China",0-20,19,0-20,8,0-20,6,0
76561199212652987,https://steamcommunity.com/profiles/76561199212652987/,Icarusue,,0-20,7,0-20,7,50-100,71,0
76561198185546531,https://steamcommunity.com/profiles/76561198185546531/,[KGBS]IronheadBB,,20-50,23,20-50,32,100-500,156,0
76561199158075534,https://steamcommunity.com/profiles/76561199158075534/,本栖の画,China,0-20,17,None,-1,None,-1,0
