用户链接,用户名,用户游戏国籍,用户等级,用户持有徽章数,用户持有游戏数,用户持有成就数
https://steamcommunity.com/profiles/76561198098614776/,Gantz,,22,15,501,
https://steamcommunity.com/profiles/76561199403419293/,S1mony,"Beijing, China",16,9,99,
https://steamcommunity.com/profiles/76561198986989160/,nanasetoda,,27,16,111,
https://steamcommunity.com/profiles/76561199086655022/,一池小鱼,"Changping, Beijing, China",8,,,
https://steamcommunity.com/profiles/76561198978339457/,谷爱凌偷扣欢乐豆,,14,15,102,
https://steamcommunity.com/profiles/76561199699348175/,my120500,,,,,
https://steamcommunity.com/id/1544275468/,Chen YeeMin,"Liyang, Jiangsu, China",8,5,82,
https://steamcommunity.com/profiles/76561199507980182/,374378348,,,,,
https://steamcommunity.com/id/Schleeples/,Urahara,"Korea, Republic of",39,,,1
https://steamcommunity.com/profiles/76561198340197688/,薯饼饲养员,,8,,,
https://steamcommunity.com/profiles/76561198315612137/,在下贼坏,"Beijing, China",10,7,181,3
https://steamcommunity.com/profiles/76561198048426612/,藤原蔬记,,12,6,94,12
https://steamcommunity.com/profiles/76561199470082729/,Austin,,4,4,38,
https://steamcommunity.com/profiles/76561198422444084/,jockerM,China,6,,,
https://steamcommunity.com/profiles/76561198801003517/,KAAYRyan,China,81,33,279,2
https://steamcommunity.com/id/623621746/,Rocco,China,10,6,131,
https://steamcommunity.com/profiles/76561199195469685/,罗科索夫,,5,5,46,
https://steamcommunity.com/id/markiyan007/,Mark,"New York, New York, United States",13,9,37,
https://steamcommunity.com/id/Trepanado/,Trepanado,,15,,,
https://steamcommunity.com/id/istjLizard/,NightLizard,,136,217,"2,447",412
https://steamcommunity.com/profiles/76561199152385301/,是小唐同学吖,,5,5,22,
https://steamcommunity.com/profiles/76561198330270710/,ChickenPie,,7,,,
https://steamcommunity.com/profiles/76561199137523561/,Emptee,"Jiangsu, China",4,,,
https://steamcommunity.com/profiles/76561198991403364/,小易,,3,,,
https://steamcommunity.com/profiles/76561198803183399/,我想问问了,,,,,
https://steamcommunity.com/id/jimokengdie/,Seriously Casual,,61,10,164,
https://steamcommunity.com/profiles/76561198437093514/,Hcc,,7,,,
https://steamcommunity.com/id/Vein_91/,Vein,Netherlands,41,38,327,5
https://steamcommunity.com/id/ZzNoah/,ZzNoah,China,82,50,438,37
https://steamcommunity.com/profiles/76561198124304389/,棕棕子,,10,6,61,
https://steamcommunity.com/profiles/76561198060861144/,DawnAnvil,,12,,,
https://steamcommunity.com/id/fabiopinho/,fabiopinho,Brazil,62,88,367,367
https://steamcommunity.com/profiles/76561199030371043/,Ultra Street Fighter,,5,3,100,
https://steamcommunity.com/profiles/76561198146283004/,錦木千束,"Guangdong, China",54,53,127,61
https://steamcommunity.com/profiles/76561199002757369/,Femboy Lord,"Toronto, Ontario, Canada",31,,,3
https://steamcommunity.com/profiles/76561199421429098/,YOUYU,,4,4,77,
https://steamcommunity.com/profiles/76561199561763386/,我跑了,,20,10,9,
https://steamcommunity.com/profiles/76561198191116601/,厌游生,,9,5,69,
https://steamcommunity.com/profiles/76561199141489585/,Dynasty,,5,3,103,
https://steamcommunity.com/profiles/76561198178919814/,会飞的小橘子,"Zhangdian, Shandong, China",12,10,47,7
https://steamcommunity.com/profiles/76561199116890506/,Gaius Julius Caesar,China,5,4,47,
https://steamcommunity.com/profiles/76561198803612439/,碧桂园五星上将  麦克阿giao,,6,,,
https://steamcommunity.com/profiles/76561199383136379/,紫菀华,,6,,,
https://steamcommunity.com/profiles/76561199486803945/,lemon,,3,3,30,
https://steamcommunity.com/profiles/76561198392805765/,洛林阿萨,,31,32,123,
https://steamcommunity.com/profiles/76561199199886389/,锅里没有鱼,,3,,,
https://steamcommunity.com/profiles/76561198106614261/,cary,,9,,,
https://steamcommunity.com/profiles/76561199208885548/,LOHGZYYSVE,"Tianjin, Tianjin, China",5,5,28,
https://steamcommunity.com/profiles/76561198816789083/,天空,,6,,,
https://steamcommunity.com/id/missingace/,总有刁民想害朕chalice,"Jiangsu, China",8,,,
https://steamcommunity.com/profiles/76561199130993943/,gscsd,,4,2,50,
https://steamcommunity.com/profiles/76561199116631083/,黑色的红桃Q,,,,,
https://steamcommunity.com/id/jadending/,肉体加奶,"Johor Bahru, Johor, Malaysia",27,,,
https://steamcommunity.com/id/Toweliewahn/,Toweliewahn,,93,180,928,103
https://steamcommunity.com/profiles/76561199420110852/,632929689,,,,,
https://steamcommunity.com/profiles/76561198884674742/,dangson21,"Guangyuan, Sichuan, China",4,3,8,
https://steamcommunity.com/profiles/76561198360959766/,Vorbeck·Wilhelm,"Xinjiang, China",8,5,60,
https://steamcommunity.com/id/jayakrishnacj47/,JK47,"Kochi, Kerala, India",50,21,119,119
https://steamcommunity.com/profiles/76561199523569001/,chemms,China,2,2,45,
https://steamcommunity.com/profiles/76561199213359643/,SHANYONG,,5,8,56,
https://steamcommunity.com/profiles/76561198101487475/,anima,"Haikou, Hainan, China",8,3,37,
https://steamcommunity.com/profiles/76561198406750790/,Rise,,8,7,90,
https://steamcommunity.com/profiles/76561199264286047/,чмок и что делать,China,3,,,
https://steamcommunity.com/id/BaskervilleRin/,Baskerville,,,,,
https://steamcommunity.com/profiles/76561199028087199/,烊,"Jiaxing, Zhejiang, China",4,3,8,
https://steamcommunity.com/profiles/76561198844780297/,Why rain,"Anhui, China",6,5,44,
https://steamcommunity.com/id/shijiang23/,【困困】蛋糕糕,"Shandong, China",18,10,130,
https://steamcommunity.com/profiles/76561198814163144/,不吃香菜,"Jiaozhou, Shandong, China",7,5,58,
https://steamcommunity.com/profiles/76561198870915111/,高级巴士,China,30,17,50,2
https://steamcommunity.com/id/inabaM_Meguru/,常讹,"Beijing, China",22,15,89,"1,198"
https://steamcommunity.com/id/iceaozora/,向往蓝天,"Numazu, Shizuoka, Japan",12,10,74,
https://steamcommunity.com/profiles/76561198277238424/,马格纳斯的犄角,,,,,
https://steamcommunity.com/profiles/76561198113009327/,Hyacinth,,35,12,231,11
https://steamcommunity.com/id/ImRica/,Rica,,10,7,19,
https://steamcommunity.com/profiles/76561199033314699/,MNK.Shura,"Shandong, China",7,,,
https://steamcommunity.com/profiles/76561199058790832/,2532256844,,,,,
https://steamcommunity.com/profiles/76561198390004063/,天天好心情TCS,,6,4,12,
https://steamcommunity.com/profiles/76561198419640186/,暖心阿文104,,7,,,
https://steamcommunity.com/profiles/76561199443514200/,大侠,,3,4,26,
https://steamcommunity.com/id/SOLOHAM/,SOLOHAM,"Shanghai, Shanghai, China",78,91,610,56
https://steamcommunity.com/profiles/76561198277525054/,MasterLyue,"Chongqing, Chongqing, China",14,10,211,3
https://steamcommunity.com/id/21548736921548736/,EHERO,"Kunming, Yunnan, China",23,22,176,9
https://steamcommunity.com/profiles/76561199076900151/,克利福德.昂格尔,,7,6,81,
https://steamcommunity.com/profiles/76561198099663668/,oilfighter,,9,5,51,
https://steamcommunity.com/profiles/76561198216804331/,Luv4Ever,"Hangzhou, Zhejiang, China",9,6,99,
https://steamcommunity.com/profiles/76561199618465036/,茂川MoTyran,,1,,,
https://steamcommunity.com/profiles/76561198414577340/,栋栋,"Xingtai, Hebei, China",9,3,226,
https://steamcommunity.com/profiles/76561198997406008/,小黑木木木木木,"Tongzhou, Beijing, China",9,10,81,
https://steamcommunity.com/id/schwarzefeen/,Mode:Mira,"California, United States",10,,,
https://steamcommunity.com/id/adventjx/,AdventjX,United States,201,,,333
https://steamcommunity.com/profiles/76561198407605066/,jianhao_o,,8,6,68,
https://steamcommunity.com/profiles/76561198298214210/,閻阿洛,,,,,
https://steamcommunity.com/profiles/76561199427833161/,初音ミク,,12,9,22,2
https://steamcommunity.com/id/aileailesaluduo/,Remnany,"Duyun, Guizhou, China",46,22,185,193
https://steamcommunity.com/profiles/76561199031110787/,Xander,,4,,,
https://steamcommunity.com/profiles/76561199020947428/,怪侠一支梅,,5,,,
https://steamcommunity.com/id/Hayabusae/,Hayabusa,"Seattle, Washington, United States",81,41,"1,060",1
https://steamcommunity.com/profiles/76561198849694291/,Kiriko,Japan,7,,,
https://steamcommunity.com/profiles/76561198243416382/,♡보배☆,"Seoul, Seoul-t'ukpyolsi, Korea, Republic of",34,18,215,
https://steamcommunity.com/profiles/76561199718522881/,zhangzhiwei,"Jiangxi, China",1,,,
https://steamcommunity.com/id/Knoss95/,Knoss,,66,49,"1,386",8
https://steamcommunity.com/profiles/76561198253783531/,ppostyy,,23,29,220,
https://steamcommunity.com/profiles/76561198184185187/,许大爷,"Tanggu, Tianjin, China",7,,,
https://steamcommunity.com/profiles/76561199753809884/,iAmBadBeNicePls,,,,,
https://steamcommunity.com/profiles/76561198020575563/,AnnoyingFoxgirl,,,,,
https://steamcommunity.com/profiles/76561199116234832/,M0neYe_-,,6,6,35,
https://steamcommunity.com/id/superturbo20161117/,524025555,"Changchun, Jilin, China",10,,,
https://steamcommunity.com/profiles/76561198994541602/,395677987,,,,,
https://steamcommunity.com/profiles/76561198449431778/,FATE23333,"Tianjin, China",7,4,59,
https://steamcommunity.com/id/RicoSZE/,Suzumiya,Hong Kong,150,43,759,6
https://steamcommunity.com/profiles/76561198163388281/,氯化物哒,,14,6,89,
https://steamcommunity.com/id/Levniya/,promise,,30,16,182,
https://steamcommunity.com/id/1320929620/,No Face,American Samoa,11,7,73,
https://steamcommunity.com/profiles/76561199020818079/,咸鱼梦想家（bushi）,,8,6,18,
https://steamcommunity.com/profiles/76561199467732899/,Lin,China,7,5,193,
https://steamcommunity.com/profiles/76561199596095388/,秋岛诗诺,China,1,,,
https://steamcommunity.com/profiles/76561198254706119/,飞机坦克,,9,6,112,
https://steamcommunity.com/profiles/76561198363976429/,CBB,,5,,,
https://steamcommunity.com/id/438268736/,CoffeeDonuts,"Luqiao, Zhejiang, China",23,16,365,
https://steamcommunity.com/profiles/76561199527466656/,劫影,,10,7,18,
https://steamcommunity.com/id/Erimeo/,Erimeo,"Tokyo, Japan",118,165,207,9
https://steamcommunity.com/profiles/76561198812222549/,木有,,8,5,151,
https://steamcommunity.com/profiles/76561198816816113/,只因巴哥,China,17,12,302,
https://steamcommunity.com/id/33312580/,Leevis,"Urumqi, Xinjiang, China",9,,,
https://steamcommunity.com/profiles/76561198835671746/,憂さ魏,China,20,12,73,
https://steamcommunity.com/profiles/76561198341307808/,Youngyf,,5,,,
https://steamcommunity.com/profiles/76561198094212373/,L&PwhoAI,,11,7,128,
https://steamcommunity.com/id/04203939/,WMI Provider Host,,61,59,569,136
https://steamcommunity.com/id/xm_myricax/,𝖒𝖎𝖒𝖎𝖒𝖎,,,,,
https://steamcommunity.com/profiles/76561199498517205/,891327796,,3,,,
https://steamcommunity.com/profiles/76561199234682923/,施耐庵,"Nanjing, Jiangsu, China",19,20,37,5
https://steamcommunity.com/id/rinstaevivs/,Haruka_Shirakawa,"Suzhou, Jiangsu, China",28,21,118,17
https://steamcommunity.com/profiles/76561198096613330/,我要打十个,,7,2,47,
https://steamcommunity.com/profiles/76561199352474289/,ywd10086,,6,,,
https://steamcommunity.com/profiles/76561199100966665/,CrazyKnight,"Washington, United States",11,,,
https://steamcommunity.com/profiles/76561198026335164/,Avidity,,,,,
https://steamcommunity.com/profiles/76561198850044573/,Flipped Feiscar,,6,,,
https://steamcommunity.com/profiles/76561198283907532/,1040879110,,5,,,
https://steamcommunity.com/profiles/76561199058996126/,不知道咋取名,,,,,
https://steamcommunity.com/id/samamasa/,Deatan,,31,48,368,5
https://steamcommunity.com/profiles/76561198992576835/,一怒寵兲偽黉艶,China,5,4,22,
https://steamcommunity.com/profiles/76561198133143062/,只活一分钟,"Tangshan, Hebei, China",16,,,
https://steamcommunity.com/profiles/76561198099361352/,罗布大叔,,6,,,
https://steamcommunity.com/id/reush1n/,Reush1n,Indonesia,32,47,62,12
https://steamcommunity.com/id/demajen/,Demajen,United Kingdom (Great Britain),31,25,575,38
https://steamcommunity.com/id/rawmaw/,raw maw,Denmark,140,195,"1,610",
https://steamcommunity.com/profiles/76561198393975884/,龙城嗨少,,6,4,49,
https://steamcommunity.com/id/xMomochi/,ღ Momo Velia Deviluke ღ,,,,,
https://steamcommunity.com/id/DocXfamas/,Famashunter,,117,178,"2,741",35
https://steamcommunity.com/profiles/76561199082105071/,JERRIKOH_v2,"North Dakota, United States",9,,,
https://steamcommunity.com/id/konn14/,sulky baby,"Oslo, Norway",38,,,
https://steamcommunity.com/profiles/76561198434516843/,百事可橘,China,13,13,62,
https://steamcommunity.com/profiles/76561198803681481/,divinium,,114,,,
https://steamcommunity.com/profiles/76561198996688736/,kenny,"Handan, Hebei, China",8,6,152,
https://steamcommunity.com/profiles/76561198322775527/,Dr.S,,7,,,
https://steamcommunity.com/profiles/76561198333259442/,1399383163,,,,,
https://steamcommunity.com/id/11111010/,Trancentral,China,23,13,145,8
https://steamcommunity.com/profiles/76561199244926088/,Knighthart,Japan,18,13,92,
https://steamcommunity.com/profiles/76561198211691727/,totoro,,9,,,
https://steamcommunity.com/profiles/76561199759401644/,blackmythwukong1806,,1,,,
https://steamcommunity.com/profiles/76561199198061254/,30897257,,,,,
https://steamcommunity.com/profiles/76561198004881807/,TakedownMak,"Ohio, United States",21,12,552,
https://steamcommunity.com/profiles/76561198874172772/,发飙的水,China,32,,,
https://steamcommunity.com/profiles/76561198818449761/,孤王在线熬夜,,5,4,41,
https://steamcommunity.com/profiles/76561198141377731/,small bong,United States,18,18,107,
https://steamcommunity.com/profiles/76561199471247225/,BOT Zelensky,,2,3,9,
https://steamcommunity.com/id/fullsionbr/,FullsioN,"Minas Gerais, Brazil",50,53,232,"22,192"
https://steamcommunity.com/id/chenyuen/,chenyuen,"Peking, Beijing, China",12,6,349,
https://steamcommunity.com/id/PureEssence/,Pure Essence,,76,59,174,174
https://steamcommunity.com/id/PERSIANSTALKER/,PERSIAN STALKER,"Hamadan, Hamadan, Islamic Republic of Iran",200,526,"2,443","1,631"
https://steamcommunity.com/profiles/76561199037721336/,DWGSKTG2,,3,,,
https://steamcommunity.com/profiles/76561199574362076/,Fxxk the world,,61,,,83
https://steamcommunity.com/id/OnlyPads/,OnlyPads,,35,,,
https://steamcommunity.com/profiles/76561199020556578/,Goldie,,,,,
https://steamcommunity.com/profiles/76561198405058461/,SIMKO,,6,4,23,
https://steamcommunity.com/profiles/76561198315285913/,pyhejhu,,6,,,
https://steamcommunity.com/profiles/76561198103426635/,darkkane,"Changchun, Jilin, China",10,5,129,
https://steamcommunity.com/profiles/76561199509268411/,3127686825,,2,,,
https://steamcommunity.com/profiles/76561198297364136/,7.66E+16,,10,4,34,
https://steamcommunity.com/profiles/76561198342581229/,Pdd,"Vancouver, British Columbia, Canada",95,53,100,
https://steamcommunity.com/profiles/76561198080175843/,混子,United States,15,,,
https://steamcommunity.com/profiles/76561199562387384/,古见硝子的同班同学,,2,,,
https://steamcommunity.com/profiles/76561199115106101/,Crime N,,13,10,66,1
https://steamcommunity.com/profiles/76561198840209318/,995697607,,,,,
https://steamcommunity.com/profiles/76561199103657508/,Nocturne,,,,,
https://steamcommunity.com/profiles/76561199141787298/,一三白,,,,,
https://steamcommunity.com/profiles/76561199652381831/,尊嘟假嘟,,2,,,
https://steamcommunity.com/id/externalsip/,the_cob,"Quebec, Canada",77,76,264,264
https://steamcommunity.com/profiles/76561198803045358/,harrychengame,,7,5,55,
https://steamcommunity.com/profiles/76561199071837694/,吨吨桑,,4,4,2,
https://steamcommunity.com/id/GII0N/,GII0N,Netherlands,23,13,23,23
https://steamcommunity.com/profiles/76561198797878666/,鹿目圆香Madoka,,8,,,
https://steamcommunity.com/id/phroggy110/,Marimo,,14,14,247,1
https://steamcommunity.com/profiles/76561198981321099/,超级power人,,,,,
https://steamcommunity.com/profiles/76561198091594252/,JOJOCOOPER,,7,,,
https://steamcommunity.com/profiles/76561198240062408/,Epstein's Bedsheet,South Georgia and the South Sandwich Islands,10,10,100,
https://steamcommunity.com/profiles/76561198986499488/,影,Hong Kong,6,,,
https://steamcommunity.com/profiles/76561198421111078/,sunwukong919,"California, United States",10,,,
https://steamcommunity.com/profiles/76561198287229964/,Ramb019,,29,21,233,
https://steamcommunity.com/profiles/76561199087908764/,Orion,,15,,,
https://steamcommunity.com/profiles/76561198277966912/,Stephan,"Quebec, Canada",8,,,
https://steamcommunity.com/id/dreamingofhim/,DЯΞAMΞЯ,,,,,
https://steamcommunity.com/profiles/76561199440717216/,306142662,,1,2,2,
https://steamcommunity.com/id/paimoney/,Paimoney,Hong Kong,17,19,49,54
https://steamcommunity.com/profiles/76561199476583314/,Ray,,3,,,
https://steamcommunity.com/id/mikeeelele/,Mikeeelele,Czech Republic,350,"1,128","1,010",75
https://steamcommunity.com/profiles/76561198836202777/,Qixin,"Shanghai, China",10,7,53,11
https://steamcommunity.com/profiles/76561199093414639/,Floret,,5,,,
https://steamcommunity.com/id/f1ysyn/,F1y Syn,China,71,151,949,313
https://steamcommunity.com/id/oldboyx91/,OldBoy™,"Ulm, Baden-Wurttemberg, Germany",51,95,"1,774",
https://steamcommunity.com/profiles/76561199200692654/,美酒加咖啡,,4,6,7,
https://steamcommunity.com/profiles/76561199192203234/,爱逃课的大学生,"Canberra, Australian Capital Territory, Australia",10,9,53,
https://steamcommunity.com/profiles/76561198938275303/,Angel,China,10,10,63,
https://steamcommunity.com/profiles/76561198876853473/,强势文化,,,,,
https://steamcommunity.com/id/hirooverdrive/,Hiro,,54,42,187,"3,501"
https://steamcommunity.com/id/XXXGladius/,Gladius,"Warszawa, Poland",63,32,149,
https://steamcommunity.com/id/jimmyyy9/,Jimmi,,18,17,46,
https://steamcommunity.com/id/myj463/,Delete-123,"Chongqing, Chongqing, China",16,15,192,
https://steamcommunity.com/id/D4rk-MasterX/,D4rk-MasterX,,357,"2,062",843,644
https://steamcommunity.com/id/asukayuu/,『莉栖』･:*Vincent*:･,"Saint Petersburg, Saint Petersburg City, Russian Federation",351,982,"3,126",216
https://steamcommunity.com/profiles/76561199379630866/,Phycohb,"Tampa, Florida, United States",6,,,
https://steamcommunity.com/profiles/76561198235292052/,LittleCat,,8,5,48,
https://steamcommunity.com/profiles/76561199060283843/,做个俗人，贪财好色,,5,5,31,
https://steamcommunity.com/profiles/76561198371991071/,妹妹的大白腿,,7,4,27,
https://steamcommunity.com/profiles/76561198870451076/,2096383279,"Sichuan, China",7,6,100,
https://steamcommunity.com/profiles/76561198984879249/,1,,,,,
https://steamcommunity.com/profiles/76561199154573874/,mmm,,3,,,
https://steamcommunity.com/profiles/76561198429671542/,Diltz_89,,5,,,
https://steamcommunity.com/profiles/76561198393445376/,Flickyy,"Ahmadabad, Gujarat, India",25,25,90,90
https://steamcommunity.com/id/PurpleCrabCzech/,PurpleCrab,"Jihomoravsky Kraj, Czech Republic",105,123,"4,510","4,510"
https://steamcommunity.com/profiles/76561199506373633/,2663996877,,2,2,10,
https://steamcommunity.com/profiles/76561199245350102/,Love,,,,,
https://steamcommunity.com/profiles/76561198118401670/,Shogun,United States,14,9,134,37%
https://steamcommunity.com/id/CB20XX/,CB20XX,"Taupo, New Zealand",252,"2,170","5,238",71
https://steamcommunity.com/profiles/76561198263095325/,LEGEND,,14,10,153,
https://steamcommunity.com/id/pupkee/,1条挣扎在ethz的狗罢了,China,82,,,
https://steamcommunity.com/profiles/76561198032621266/,VicViper,,16,,,
https://steamcommunity.com/profiles/76561199049381055/,AsianMann556,,,,,
https://steamcommunity.com/profiles/76561199224248346/,XX02KC,,6,4,136,
https://steamcommunity.com/id/Chxrlemxgne/,Chªrlemagne,United States,77,33,330,330
https://steamcommunity.com/profiles/76561198199887433/,crackhead,Sweden,70,37,139,139
https://steamcommunity.com/id/JJDizz1L/,Dizziee,United States,21,11,180,4
https://steamcommunity.com/profiles/76561199487085107/,MtnDewBlack,,26,7,114,
https://steamcommunity.com/profiles/76561199167894562/,REVAX,,44,31,199,8
https://steamcommunity.com/profiles/76561199095764386/,Rorschach,,4,,,
https://steamcommunity.com/profiles/76561198185196750/,qwerty886,,9,6,96,
https://steamcommunity.com/id/JoyBo1/,Enjoyer,,22,22,88,
https://steamcommunity.com/profiles/76561198891138140/,Hashira Pain,,,,,
https://steamcommunity.com/id/DeimosTradingFactory/,**DeiRowtag,France,256,738,"2,128","14,541"
https://steamcommunity.com/id/customurlcheck/,Q,,140,,,
https://steamcommunity.com/id/gztzxc/,=^._.^= ∫,Japan,104,,,
https://steamcommunity.com/profiles/76561198253309057/,Nietzsche,,10,8,51,
https://steamcommunity.com/profiles/76561199196744607/,童志扬,,26,18,62,
https://steamcommunity.com/profiles/76561198039168717/,Zanna,Italy,14,9,103,
https://steamcommunity.com/id/joverdesign/,an-v_e_r,"Calumpit, Bulacan, Philippines",10,,,
https://steamcommunity.com/profiles/76561198905233819/,Zbq,China,8,,,
https://steamcommunity.com/id/el_wetto/,wetto,,,,,
https://steamcommunity.com/profiles/76561199110708518/,Xenon,,5,,,
https://steamcommunity.com/id/lgwjoey/,wesley gaffney,British Virgin Islands,49,24,153,"1,035"
https://steamcommunity.com/id/Xumrass/,𝙓𝙪𝙢𝙧𝙖𝙨𝙨,"Guangzhou, Guangdong, China",61,56,332,4
https://steamcommunity.com/id/bombadjedi/,Bombad Jedi,"Florida, United States",55,20,376,
https://steamcommunity.com/profiles/76561198100053079/,Qaster,,8,,,
https://steamcommunity.com/id/stylecreed26/,🌪 Ɉɇŧsᵾø 🗡,United States,146,,,35
https://steamcommunity.com/profiles/76561198274942430/,Isaiah,United States,13,12,123,
https://steamcommunity.com/id/furawasd/,письк,,25,25,229,
https://steamcommunity.com/id/JLRW_/,JL,"Warrington, Warrington, United Kingdom (Great Britain)",95,109,320,7
https://steamcommunity.com/id/diemthongnhat/,Diêm Thống Nhất,"Ha Noi, Viet Nam",107,181,707,6
https://steamcommunity.com/profiles/76561198296320960/,请叫我莫大人,"Zhejiang, China",6,,,
https://steamcommunity.com/profiles/76561198068396310/,[143]Lux,,13,,,
https://steamcommunity.com/profiles/76561197973590774/,Devilfish,,12,,,
https://steamcommunity.com/id/948785/,ThisGameIsGood,,,,,
https://steamcommunity.com/profiles/76561198042128777/,SpeedrunnerToad,,12,9,166,3
https://steamcommunity.com/profiles/76561198210328419/,John BLACK MYTH: WUKONG,,8,4,27,
https://steamcommunity.com/id/Clock86/,Th3G3ntl3man,,45,,,
https://steamcommunity.com/profiles/76561198374235479/,hyuugashizuka,,6,,,
https://steamcommunity.com/id/monyou/,Mono,,121,85,545,
https://steamcommunity.com/profiles/76561198042549363/,X.Rexroth,,11,,,
https://steamcommunity.com/profiles/76561198249546782/,知雨★发如雪,,11,8,108,
https://steamcommunity.com/id/SCAR1zma/,SCAR1zma,"Calcutta, West Bengal, India",52,108,313,2
https://steamcommunity.com/id/erkutcult/,Ｅｒｋｖｔ Ｃｖｌｔ,Cyprus,173,342,714,714
https://steamcommunity.com/profiles/76561198170098490/,M4xwell,"Kentucky, United States",19,,,
https://steamcommunity.com/profiles/76561199073517176/,sh4dow_dr4gon,United States,7,,,
https://steamcommunity.com/profiles/76561198990699081/,Mamad Monster,"Tehran, Tehran, Islamic Republic of Iran",12,9,11,
https://steamcommunity.com/profiles/76561198004155257/,BoolXorElse,"New York, New York, United States",32,19,985,11
https://steamcommunity.com/profiles/76561198003695258/,you don't matter,,,,,
https://steamcommunity.com/profiles/76561198075730891/,alangoh84,,12,,,
https://steamcommunity.com/id/wwangyeoh/,wwang,Malaysia,10,9,78,
https://steamcommunity.com/id/m0gi2/,m0gi,"Ohio, United States",41,29,330,
https://steamcommunity.com/id/lawkdawg_reg/,Maddog McGee (Z.X.U.),,,,,
https://steamcommunity.com/profiles/76561198143102457/,Arik00,China,21,,,5
https://steamcommunity.com/id/tongyingxuan/,游戏收购总监-佟英宣,"Peking, Beijing, China",41,68,629,8
https://steamcommunity.com/profiles/76561199679337416/,1903377398,,1,,,
https://steamcommunity.com/profiles/76561198966592483/,芙莉莲,,4,,,
https://steamcommunity.com/id/BennysHub/,Benny,,52,,,0
https://steamcommunity.com/id/ezpadaz/,M2,,95,89,616,78
https://steamcommunity.com/id/muyuqinghan/,Oshino Shinobu,,22,14,29,
https://steamcommunity.com/id/curbstompper/,AznYungztah,China,91,73,"1,270","1,270"
https://steamcommunity.com/id/Bufifty/,Bufifty,,,,,
https://steamcommunity.com/profiles/76561198111656966/,Jshiz,United States,10,,,
https://steamcommunity.com/id/snhy668/,柒77,"Xuzhou, Jiangsu, China",9,7,56,
https://steamcommunity.com/profiles/76561198204572072/,Bot_James,United States,8,,,
https://steamcommunity.com/profiles/76561198070683213/,LiiyUuhAOo,,14,,,
https://steamcommunity.com/id/babeAdams/,Adams,Germany,115,,,
https://steamcommunity.com/id/letyongcook/,nikuli,,24,,,
https://steamcommunity.com/profiles/76561198068987781/,TIGERJM,"Kalutara, Sri Lanka",178,351,"1,055",50
https://steamcommunity.com/profiles/76561198205609615/,Ben,United States,51,41,122,122
https://steamcommunity.com/profiles/76561198130931750/,Hans,,,,,
https://steamcommunity.com/id/softpudding/,Flan,Indonesia,117,152,457,90
https://steamcommunity.com/profiles/76561199162811031/,saliinas7,,20,23,107,6
https://steamcommunity.com/profiles/76561198111644536/,NoWheyBruh,United States,17,9,163,
https://steamcommunity.com/id/cloud_yuu/,Yun,,57,99,757,24
https://steamcommunity.com/profiles/76561198811826586/,Sister Fister,,9,,,
https://steamcommunity.com/profiles/76561199343525447/,reird.kaslana,,5,,,
https://steamcommunity.com/profiles/76561198432163765/,Moriarty,,7,5,49,
https://steamcommunity.com/profiles/76561198129485921/,CDuffyy,"Wrexham, Wrexham, United Kingdom (Great Britain)",62,20,171,20
https://steamcommunity.com/id/swopeboi/,swopeboi,"Rheinland-Pfalz, Germany",40,27,267,2
https://steamcommunity.com/profiles/76561198958635443/,tuanviet0399,"Hai Hung, Viet Nam",7,,,
https://steamcommunity.com/profiles/76561198114267459/,Karicas,"Toronto, Ontario, Canada",51,40,771,27
https://steamcommunity.com/profiles/76561198077019524/,reismana,,10,,,
https://steamcommunity.com/id/fumoggo/,Ice Tiny,,,,,
https://steamcommunity.com/id/DanAbz/,DanAbz,"New Jersey, United States",94,,,4
https://steamcommunity.com/profiles/76561198831701665/,NikoZ,Christmas Island,22,18,143,12
https://steamcommunity.com/profiles/76561198149801092/,Lieutenant Emily,"New South Wales, Australia",85,60,604,7
https://steamcommunity.com/id/LegendaryKira/,LegendaryKira,,,,,
https://steamcommunity.com/profiles/76561198416984990/,Lewis,United Kingdom (Great Britain),46,39,160,14
https://steamcommunity.com/profiles/76561198173730503/,bakus,United States,11,,,1
https://steamcommunity.com/profiles/76561199417345105/,Sigma,,5,,,
https://steamcommunity.com/id/Skreen_NL/,Skreen,Netherlands,81,89,954,64
https://steamcommunity.com/id/Ashenone030/,Genius pretty girl,"Jiangsu, China",51,18,298,
https://steamcommunity.com/id/dre4ry/,d-d-d-d-dreero,Canada,41,37,181,"3,224"
https://steamcommunity.com/profiles/76561198124280446/,AscendedApe,,11,5,283,2
https://steamcommunity.com/profiles/76561199181600090/,宋哈娜,,45,25,204,
https://steamcommunity.com/profiles/76561198327823622/,Miska,Australia,54,45,91,7
https://steamcommunity.com/profiles/76561198077720207/,Aeon,,83,90,311,10
https://steamcommunity.com/id/sneakers313/,sneakers313,"California, United States",7,,,
https://steamcommunity.com/profiles/76561198329068417/,Samele-J,"Little Rock, Arkansas, United States",45,28,112,
https://steamcommunity.com/profiles/76561198030393287/,Jono,,63,63,390,22
https://steamcommunity.com/profiles/76561198410885138/,Ayanami,,23,32,162,
https://steamcommunity.com/id/shaikhulud/,shaikhulud,"Kazan, Tatarstan, Russian Federation",21,12,599,
https://steamcommunity.com/id/StravenShihoin/,Straven Shihoin,Ukraine,16,16,296,25%
https://steamcommunity.com/id/duyle2017/,Duyle2010,,,,,
